eff,cri
85.7,83
85.7,82
85.7,84
75,85
88.9,81
84.2,82
100,83
100,83
100,82
100,82
100,82
100,82
100,82
100,82
75,85
75,85
70.5,83
80,81
100,84
100,85
100,85
100,86
100,84
100,85
100,85
100,86
81.8,83
81.8,84
81.8,84
81.8,85
81.8,82
81.8,84
81.8,85
81.8,86
84.2,83
84.2,84
84.2,84
84.2,85
84.2,82
84.2,84
84.2,85
84.2,86
88.9,83
88.9,84
88.9,84
88.9,85
88.9,82
88.9,84
88.9,85
88.9,86
106.7,83
106.7,84
106.7,84
106.7,85
106.7,83
106.7,84
106.7,85
106.7,85
70,83
70,84
70,85
70,85
70,83
70,84
70,84
70,85
70,84
70,84
70,84
70,85
70,83
70,83
70,84
70,85
75.9,83
75.9,84
75.9,84
75.9,85
75.9,84
75.9,84
75.9,84
75.9,85
90.9,84
105.3,83
105.3,84
105.3,83
105.3,84
105.3,83
105.3,83
78.6,82
75,83
75,83
76.9,84
76.9,87
76.9,84
76.9,87
71.4,82
71.4,85
80,83
80,86
80,83
80,85
100,85
84.2,86
76.9,83
84.2,85
84.2,84
84.2,86
84,83
106.7,82
90,83
105.3,85
102,83
102,85
105.2,83
111.1,83
111.1,83
80,83
80,83
70,84
81.6,83
88.9,83
88.9,83
88.9,84
88.9,84
75,81
75,83
75,81
75,83
84.2,83
84.2,83
84.2,87
84.2,87
84.2,83
84.2,81
84.2,81
84.2,82
84.2,83
84.2,83
84.2,81
84.2,82
100,82
100,84
100,84
84.2,82
84.2,82
84.2,82
84.2,81
84.2,81
84.2,82
84.2,82
88.4,82
88.4,83
88.4,82
88.4,82
88.4,83
88.4,83
76.9,84
76.9,86
76.9,87
87.5,83
87.5,83
87.5,83
87.5,83
87.5,83
114.3,82
100,84
77.8,88
100,89
88.4,86
88.4,86
88.4,86
72.9,83
75.7,82
70.7,82
80,83
76.9,82
80.8,85
100,81
100,83
100,83
100,85
100,86
106.7,82
106.7,83
106.7,85
106.7,85
80,83
80,84
80,86
80,84
81.6,83
111.1,84
106.7,81
81.8,83
88.9,83
72.2,83
75,82
73.1,83
75,82
71.4,82
80,84
80,84
80,84
80,84
80,86
111.1,83
75,83
75,84
76.9,83
77.8,83
77.8,83
76.9,84
76.9,84
76.9,84
76.9,84
80.8,85
80.8,85
82.8,81
81.6,83
81.6,83
81.6,82
81.6,86
81.6,86
81.6,85
88.9,84
77.1,83
80,83
70,83
70,83
82.8,81
106.7,81
106.7,81
106.7,82
106.7,82
112,84
112,84
112,86
112,86
100,82
100,82
105,84
70,83
70,84
70,85
76.9,83
76.9,86
76.9,88
74.3,83
74.3,84
74.3,86
74.3,84
81.8,85
81.8,84
105,84
72.2,82
75.6,83
81.8,85
81.8,85
76.5,84
88.9,83
88.9,82
88.9,85
88.9,85
71.4,83
106.7,83
76.9,84
76.9,86
76.9,87
106.7,82
106.7,83
106.7,84
106.7,85
72.2,83
72.2,84
100,81
100,82
100,82
70,81
70,82
72.2,83
72.2,83
71,82
71,84
76.9,84
76.9,87
106.7,83
112,84
90.9,82
90.9,83
90.9,81
111.1,82
111.1,83
84.2,83
84.2,86
70,81
70,83
70,82
72.2,83
71.7,83
71.7,88
82.4,82
82.4,84
70,82
70,83
70,84
76.9,81
70,83
87.5,83
87.5,84
76.9,83
76.9,86
80.8,83
80.8,84
80.8,84
100,80
77.8,82
84.9,82
84.9,82
88.7,83
77.8,82
84.9,82
74.3,83
74.3,82
74.3,83
74.3,82
100,83
75,83
100,83
80,82
100,82
100,81
84.9,83
81.3,82
103.2,81
103.2,81
103.2,82
103.2,82
103.2,82
105.3,83
105.3,83
80,83
95.7,82
70,83
103.2,82
103.2,83
108.4,84
108.4,84
103.4,82
103.4,82
84.6,81
84.6,81
84.6,81
84.6,81
105.3,84
105.3,84
77.8,82
77.8,82
77.8,82
77.8,83
80,81
80,83
80,84
80,84
80,85
80,82
83.3,84
80,84
71.4,83
71.4,84
71.4,83
71.4,84
80,82
80,84
80,86
71.4,83
72.7,83
80,84
92,84
92,85
87.5,83
87.5,84
88.8,83
88.8,83
91.7,84
91.7,85
100,83
106.7,82
106.7,84
106.7,85
106.7,86
80,83
88.9,82
88.9,82
88.9,83
88.9,83
110.9,82
110.9,84
110.9,84
80,84
80,85
111.1,83
113.6,83
75,83
75,84
74.1,82
74.1,82
77.9,85
73.9,83
73.9,83
73.9,84
73.9,84
76.1,86
76.1,86
73.7,83
77.4,85
110.9,86
106.7,82
71.4,82
75.8,84
81.8,82
81.8,82
81.8,82
81.8,84
75,82
75,82
83.3,86
88.9,82
88.9,87
80,89
91.7,88
80.7,82
80.7,82
80.7,83
80.7,83
80.7,84
80.7,84
80.7,83
80.7,83
80.7,82
80.7,82
80.7,82
80.7,82
84.2,82
84.2,82
71.9,83
71.9,83
75,86
73.9,82
73.9,82
73.9,82
73.9,83
73.9,83
73.9,83
76.1,86
76.1,86
76.1,86
75,84
78.6,83
78.6,83
70.3,83
70.3,83
77.6,92
77.3,93
77.3,94
77.3,94
77.3,92
77.3,92
76.9,94
76.9,92
76.9,92
76.1,96
76.1,96
76.1,96
76.1,93
76.1,93
76.1,92
76.1,92
76.1,92
75.8,96
75.8,93
75.8,91
75.8,91
75.7,94
75.6,94
75.6,93
75.6,91
75.5,91
75.5,93
75.5,90
75.4,96
75.4,96
75.4,92
75.4,92
75.4,92
75.3,95
75.3,96
75.2,92
75.2,91
75.2,92
75.2,92
75,93
75,93
75,93
75,93
75,93
75,92
75,93
75,92
75,92
75,94
75,95
75,96
75,94
75,94
75,93
75,93
75,92
75,92
75,92
75,92
75,93
75,93
75,93
75,94
75,94
75,93
75,93
75,92
75,94
75,92
75,92
75,92
75,91
75,91
75,92
75,91
75,91
75,91
75,93
75,91
75,93
75,92
75,94
75,92
75,93
75,93
75,93
75,93
75,92
75,92
75,93
75,94
74.6,93
74.6,93
74.6,92
74.6,92
74.6,91
74.6,92
73.7,92
73.7,92
73.4,95
73.1,93
73.1,94
73.1,92
73.1,93
72.7,96
72.7,97
72.7,94
72.7,96
72.7,95
72.7,95
72.7,95
72.7,96
72.7,95
72.7,95
72.7,95
72.7,92
72.7,95
72.7,95
72.7,95
72.7,94
72.7,93
72.7,95
72.7,95
72.7,95
72.7,92
72.7,95
72.7,92
72.7,93
72.7,93
72.7,93
72.7,93
72.7,93
72.7,92
72.7,93
72.2,93
72.2,93
72.2,94
72.2,94
72,92
72,93
72,92
72,92
72,92
72,92
72,92
72,94
71.8,97
71.8,97
71.8,97
71.4,96
71.4,94
71.4,95
71.4,95
71.4,96
71.4,92
71.4,92
71.4,92
71.4,92
71.4,94
71.4,94
71.4,94
71.4,94
71.4,93
71.4,93
71.4,92
71.4,94
71.4,92
71.4,91
71.4,91
71.4,92
71.4,92
71.4,93
71.4,93
71.4,93
71.4,93
71.4,91
71.4,92
71.1,93
71.1,93
71.1,94
71.1,94
71.1,93
71.1,93
71.1,93
71.1,93
70.8,92
70.8,92
70.8,93
70.8,93
70.6,95
70.6,94
70.6,94
70.6,92
70.6,92
70.6,94
70.6,92
70.6,94
70.6,91
70.6,92
70.6,93
70.6,93
70.6,97
70.6,97
70.6,97
70.6,93
70,96
70,96
70,94
70,95
70,94
70,95
70,95
70,92
70,94
70,94
70,94
70,93
70,93
70,92
70,92
70,93
70,93
70,93
70,93
70,93
70,93
70,93
70,92
70,93
70,95
69.7,97
69.7,97
69.2,95
69.2,97
69.2,97
69.2,97
69.2,92
69.2,91
69.1,93
68.8,96
68.8,94
68.8,94
68.4,93
68.2,94
66.9,93
66.9,93
66.7,96
66.7,96
66.7,96
66.7,96
66.7,94
66.7,94
66.7,94
66.7,94
66.7,95
66.7,95
66.7,95
66.7,95
66.7,95
66.7,95
66.7,95
66.7,92
66.7,92
66.7,91
66.7,92
66.7,92
65.6,96
65.6,92
65,95
65,96
65,94
65,90
65,92
65,93
64.6,93
64.6,93
64.6,93
64.6,94
64.6,94
64.6,94
64.6,92
64.6,92
64.6,92
64.3,94
64.3,92
64.3,92
64.3,90
64.3,94
64.3,94
63.5,92
63.5,92
63.5,92
63.5,94
63.5,94
63.5,94
63.3,92
63.3,92
63.3,92
63.2,95
63.2,94
63.2,96
63.2,93
63.2,93
63.2,93
63.2,92
62.8,92
62.8,92
62.8,92
62.8,93
62.8,93
62.8,93
62.5,96
62.5,96
62.5,94
62.5,94
62.5,94
62.5,94
62.5,94
62.5,95
62.5,94
62.5,92
62.5,92
61.8,94
61.8,94
61.8,94
61.5,95
61.5,94
61.5,93
61.5,93
61.5,93
61.5,97
61.5,97
61.5,97
61.5,92
61.5,97
61.5,97
61.5,97
61.2,94
61.2,93
61.2,92
61.1,92
61.1,92
61.1,92
61,92
61,92
61,91
